id,focus,signal,slack,drag,confidence,score,lane
l001,rename risk,35,33,6,25,149,watch
l002,operator cost,35,34,6,55,181,watch
l003,idempotence,35,35,6,85,213,ship
l004,dry-run spread,35,36,18,25,131,watch
l005,rename risk,35,37,18,55,163,watch
l006,operator cost,35,38,18,85,195,ship
l007,idempotence,35,39,34,25,105,hold
l008,dry-run spread,35,40,34,55,137,watch
l009,rename risk,35,41,34,85,169,watch
l010,operator cost,60,42,6,25,217,ship
l011,idempotence,60,43,6,55,249,ship
l012,dry-run spread,60,44,6,85,281,ship
l013,rename risk,60,45,18,25,199,ship
l014,operator cost,60,46,18,55,231,ship
l015,idempotence,60,47,18,85,263,ship
l016,dry-run spread,60,48,34,25,173,watch
l017,rename risk,60,32,34,55,171,watch
l018,operator cost,60,33,34,85,203,ship
l019,idempotence,85,34,6,25,251,ship
l020,dry-run spread,85,35,6,55,283,ship
l021,rename risk,85,36,6,85,315,ship
l022,operator cost,85,37,18,25,233,ship
l023,idempotence,85,38,18,55,265,ship
l024,dry-run spread,85,39,18,85,297,ship
l025,rename risk,85,40,34,25,207,ship
l026,operator cost,85,41,34,55,239,ship
l027,idempotence,85,42,34,85,271,ship
